dispatch_id,resource_id,operating_date,timestamp,instructed_mw,duration_min
DSP-00228,RES-003,2025-07-07,2025-07-07 04:00:00,9.2,60
DSP-00229,RES-003,2025-07-07,2025-07-07 06:00:00,37.2,60
DSP-00230,RES-003,2025-07-07,2025-07-07 08:00:00,12.4,60
DSP-00231,RES-003,2025-07-07,2025-07-07 09:00:00,-12.9,60
DSP-00232,RES-003,2025-07-07,2025-07-07 12:00:00,-29.4,60
DSP-00233,RES-003,2025-07-07,2025-07-07 13:00:00,-3.4,60
DSP-00234,RES-003,2025-07-07,2025-07-07 14:00:00,8.4,60
DSP-00235,RES-003,2025-07-07,2025-07-07 15:00:00,54.6,60
DSP-00236,RES-003,2025-07-07,2025-07-07 18:00:00,34.3,60
DSP-00237,RES-003,2025-07-07,2025-07-07 19:00:00,30.8,60
DSP-00238,RES-003,2025-07-07,2025-07-07 20:00:00,46.2,60
DSP-00239,RES-003,2025-07-07,2025-07-07 21:00:00,55.1,60
DSP-00240,RES-003,2025-07-07,2025-07-07 22:00:00,-24.0,60
DSP-00241,RES-003,2025-07-07,2025-07-07 23:00:00,52.0,60
DSP-00242,RES-004,2025-07-01,2025-07-01 00:00:00,16.1,60
DSP-00243,RES-004,2025-07-01,2025-07-01 01:00:00,-11.5,60
DSP-00244,RES-004,2025-07-01,2025-07-01 02:00:00,47.8,60
DSP-00245,RES-004,2025-07-01,2025-07-01 04:00:00,13.6,60
DSP-00246,RES-004,2025-07-01,2025-07-01 05:00:00,43.8,60
DSP-00247,RES-004,2025-07-01,2025-07-01 06:00:00,33.3,60
DSP-00248,RES-004,2025-07-01,2025-07-01 07:00:00,23.5,60
DSP-00249,RES-004,2025-07-01,2025-07-01 08:00:00,35.3,60
DSP-00250,RES-004,2025-07-01,2025-07-01 09:00:00,21.8,60
DSP-00251,RES-004,2025-07-01,2025-07-01 11:00:00,-2.6,60
DSP-00252,RES-004,2025-07-01,2025-07-01 13:00:00,-4.7,60
DSP-00253,RES-004,2025-07-01,2025-07-01 15:00:00,25.3,60
DSP-00254,RES-004,2025-07-01,2025-07-01 17:00:00,-25.5,60
DSP-00255,RES-004,2025-07-01,2025-07-01 20:00:00,22.5,60
DSP-00256,RES-004,2025-07-01,2025-07-01 23:00:00,25.9,60
DSP-00257,RES-004,2025-07-02,2025-07-02 00:00:00,26.3,60
DSP-00258,RES-004,2025-07-02,2025-07-02 03:00:00,21.1,60
DSP-00259,RES-004,2025-07-02,2025-07-02 04:00:00,-21.0,60
DSP-00260,RES-004,2025-07-02,2025-07-02 05:00:00,26.4,60
DSP-00261,RES-004,2025-07-02,2025-07-02 06:00:00,44.8,60
DSP-00262,RES-004,2025-07-02,2025-07-02 08:00:00,-5.6,60
DSP-00263,RES-004,2025-07-02,2025-07-02 09:00:00,7.1,60
DSP-00264,RES-004,2025-07-02,2025-07-02 13:00:00,-17.2,60
DSP-00265,RES-004,2025-07-02,2025-07-02 14:00:00,0.1,60
DSP-00266,RES-004,2025-07-02,2025-07-02 15:00:00,19.0,60
DSP-00267,RES-004,2025-07-02,2025-07-02 16:00:00,-1.3,60
DSP-00268,RES-004,2025-07-02,2025-07-02 18:00:00,-13.8,60
DSP-00269,RES-004,2025-07-02,2025-07-02 19:00:00,3.6,60
DSP-00270,RES-004,2025-07-02,2025-07-02 20:00:00,-17.5,60
DSP-00271,RES-004,2025-07-02,2025-07-02 21:00:00,27.7,60
DSP-00272,RES-004,2025-07-02,2025-07-02 22:00:00,-24.7,60
DSP-00273,RES-004,2025-07-02,2025-07-02 23:00:00,-17.6,60
DSP-00274,RES-004,2025-07-03,2025-07-03 00:00:00,20.4,60
DSP-00275,RES-004,2025-07-03,2025-07-03 01:00:00,-9.7,60
DSP-00276,RES-004,2025-07-03,2025-07-03 02:00:00,-27.7,60
DSP-00277,RES-004,2025-07-03,2025-07-03 03:00:00,-5.9,60
DSP-00278,RES-004,2025-07-03,2025-07-03 04:00:00,-24.7,60
DSP-00279,RES-004,2025-07-03,2025-07-03 05:00:00,33.6,60
DSP-00280,RES-004,2025-07-03,2025-07-03 10:00:00,37.9,60
DSP-00281,RES-004,2025-07-03,2025-07-03 11:00:00,41.5,60
DSP-00282,RES-004,2025-07-03,2025-07-03 12:00:00,20.3,60
DSP-00283,RES-004,2025-07-03,2025-07-03 13:00:00,5.1,60
DSP-00284,RES-004,2025-07-03,2025-07-03 14:00:00,-6.8,60
DSP-00285,RES-004,2025-07-03,2025-07-03 15:00:00,-28.4,60
DSP-00286,RES-004,2025-07-03,2025-07-03 16:00:00,14.0,60
DSP-00287,RES-004,2025-07-03,2025-07-03 17:00:00,19.2,60
DSP-00288,RES-004,2025-07-03,2025-07-03 19:00:00,37.2,60
DSP-00289,RES-004,2025-07-03,2025-07-03 20:00:00,38.4,60
DSP-00290,RES-004,2025-07-03,2025-07-03 21:00:00,44.6,60
DSP-00291,RES-004,2025-07-03,2025-07-03 22:00:00,-26.2,60
DSP-00292,RES-004,2025-07-03,2025-07-03 23:00:00,-16.5,60
DSP-00293,RES-004,2025-07-04,2025-07-04 01:00:00,-1.9,60
DSP-00294,RES-004,2025-07-04,2025-07-04 03:00:00,8.3,60
DSP-00295,RES-004,2025-07-04,2025-07-04 05:00:00,4.4,60
DSP-00296,RES-004,2025-07-04,2025-07-04 07:00:00,-20.4,60
DSP-00297,RES-004,2025-07-04,2025-07-04 08:00:00,14.8,60
DSP-00298,RES-004,2025-07-04,2025-07-04 09:00:00,28.3,60
DSP-00299,RES-004,2025-07-04,2025-07-04 10:00:00,0.6,60
DSP-00300,RES-004,2025-07-04,2025-07-04 12:00:00,-9.5,60
DSP-00301,RES-004,2025-07-04,2025-07-04 14:00:00,-13.4,60
DSP-00302,RES-004,2025-07-04,2025-07-04 16:00:00,19.0,60
DSP-00303,RES-004,2025-07-04,2025-07-04 17:00:00,-3.1,60
DSP-00304,RES-004,2025-07-04,2025-07-04 21:00:00,-27.1,60
DSP-00305,RES-004,2025-07-04,2025-07-04 23:00:00,-10.8,60
DSP-00306,RES-004,2025-07-05,2025-07-05 00:00:00,29.1,60
DSP-00307,RES-004,2025-07-05,2025-07-05 03:00:00,-3.0,60
DSP-00308,RES-004,2025-07-05,2025-07-05 04:00:00,-23.4,60
DSP-00309,RES-004,2025-07-05,2025-07-05 05:00:00,-3.6,60
DSP-00310,RES-004,2025-07-05,2025-07-05 06:00:00,5.3,60
DSP-00311,RES-004,2025-07-05,2025-07-05 08:00:00,-3.5,60
DSP-00312,RES-004,2025-07-05,2025-07-05 10:00:00,-3.5,60
DSP-00313,RES-004,2025-07-05,2025-07-05 11:00:00,-23.5,60
DSP-00314,RES-004,2025-07-05,2025-07-05 15:00:00,-20.2,60
DSP-00315,RES-004,2025-07-05,2025-07-05 16:00:00,-12.2,60
DSP-00316,RES-004,2025-07-05,2025-07-05 17:00:00,35.1,60
DSP-00317,RES-004,2025-07-05,2025-07-05 18:00:00,-18.1,60
DSP-00318,RES-004,2025-07-05,2025-07-05 20:00:00,-17.3,60
DSP-00319,RES-004,2025-07-05,2025-07-05 21:00:00,9.1,60
DSP-00320,RES-004,2025-07-06,2025-07-06 01:00:00,12.0,60
DSP-00321,RES-004,2025-07-06,2025-07-06 03:00:00,15.7,60
DSP-00322,RES-004,2025-07-06,2025-07-06 04:00:00,-25.1,60
DSP-00323,RES-004,2025-07-06,2025-07-06 05:00:00,14.8,60
DSP-00324,RES-004,2025-07-06,2025-07-06 06:00:00,31.9,60
DSP-00325,RES-004,2025-07-06,2025-07-06 07:00:00,-14.5,60
DSP-00326,RES-004,2025-07-06,2025-07-06 08:00:00,-1.8,60
DSP-00327,RES-004,2025-07-06,2025-07-06 09:00:00,42.3,60
DSP-00328,RES-004,2025-07-06,2025-07-06 12:00:00,-5.6,60
DSP-00329,RES-004,2025-07-06,2025-07-06 13:00:00,13.0,60
DSP-00330,RES-004,2025-07-06,2025-07-06 14:00:00,43.5,60
DSP-00331,RES-004,2025-07-06,2025-07-06 15:00:00,-17.3,60
DSP-00332,RES-004,2025-07-06,2025-07-06 18:00:00,-14.3,60
DSP-00333,RES-004,2025-07-06,2025-07-06 19:00:00,18.0,60
DSP-00334,RES-004,2025-07-06,2025-07-06 20:00:00,12.9,60
DSP-00335,RES-004,2025-07-06,2025-07-06 21:00:00,36.6,60
DSP-00336,RES-004,2025-07-06,2025-07-06 22:00:00,-8.5,60
DSP-00337,RES-004,2025-07-06,2025-07-06 23:00:00,-4.3,60
DSP-00338,RES-004,2025-07-07,2025-07-07 00:00:00,36.5,60
DSP-00339,RES-004,2025-07-07,2025-07-07 01:00:00,6.4,60
DSP-00340,RES-004,2025-07-07,2025-07-07 02:00:00,-28.6,60
DSP-00341,RES-004,2025-07-07,2025-07-07 03:00:00,40.5,60
DSP-00342,RES-004,2025-07-07,2025-07-07 04:00:00,1.8,60
DSP-00343,RES-004,2025-07-07,2025-07-07 05:00:00,24.3,60
DSP-00344,RES-004,2025-07-07,2025-07-07 06:00:00,-14.7,60
DSP-00345,RES-004,2025-07-07,2025-07-07 07:00:00,21.0,60
DSP-00346,RES-004,2025-07-07,2025-07-07 08:00:00,2.9,60
DSP-00347,RES-004,2025-07-07,2025-07-07 09:00:00,31.4,60
DSP-00348,RES-004,2025-07-07,2025-07-07 11:00:00,-29.9,60
DSP-00349,RES-004,2025-07-07,2025-07-07 12:00:00,-14.6,60
DSP-00350,RES-004,2025-07-07,2025-07-07 13:00:00,21.9,60
DSP-00351,RES-004,2025-07-07,2025-07-07 15:00:00,14.3,60
DSP-00352,RES-004,2025-07-07,2025-07-07 16:00:00,-19.6,60
DSP-00353,RES-004,2025-07-07,2025-07-07 17:00:00,32.7,60
DSP-00354,RES-004,2025-07-07,2025-07-07 18:00:00,-14.9,60
DSP-00355,RES-004,2025-07-07,2025-07-07 19:00:00,41.7,60
DSP-00356,RES-004,2025-07-07,2025-07-07 20:00:00,-2.4,60
DSP-00357,RES-004,2025-07-07,2025-07-07 21:00:00,5.8,60
DSP-00358,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 01:00:00,75.4,60
DSP-00359,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 02:00:00,-20.2,60
DSP-00360,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 03:00:00,21.7,60
DSP-00361,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 04:00:00,69.4,60
