soc_id,resource_id,timestamp,soc_pct,soc_mwh
SOC-000038,RES-002,2025-07-02 13:30:00,45.0,180.0
SOC-000039,RES-002,2025-07-02 14:30:00,45.0,180.0
SOC-000040,RES-002,2025-07-02 15:30:00,45.0,180.0
SOC-000041,RES-002,2025-07-02 16:30:00,24.4,97.41
SOC-000042,RES-002,2025-07-02 17:30:00,7.3,29.21
SOC-000043,RES-002,2025-07-02 18:30:00,0.0,0.0
SOC-000044,RES-002,2025-07-02 19:30:00,0.0,0.0
SOC-000045,RES-002,2025-07-02 20:30:00,0.0,0.0
SOC-000046,RES-002,2025-07-02 21:30:00,0.0,0.0
SOC-000047,RES-002,2025-07-02 22:30:00,0.0,0.0
SOC-000048,RES-002,2025-07-02 23:30:00,0.0,0.0
SOC-000049,RES-002,2025-07-03 00:30:00,0.0,0.0
SOC-000050,RES-002,2025-07-03 01:30:00,0.0,0.0
SOC-000051,RES-002,2025-07-03 02:30:00,0.0,0.0
SOC-000052,RES-002,2025-07-03 03:30:00,0.0,0.0
SOC-000053,RES-002,2025-07-03 04:30:00,0.0,0.0
SOC-000054,RES-002,2025-07-03 05:30:00,0.0,0.0
SOC-000055,RES-002,2025-07-03 06:30:00,0.0,0.0
SOC-000056,RES-002,2025-07-03 07:30:00,0.0,0.0
SOC-000057,RES-002,2025-07-03 08:30:00,0.0,0.0
SOC-000058,RES-002,2025-07-03 09:30:00,0.0,0.0
SOC-000059,RES-002,2025-07-03 10:30:00,0.0,0.0
SOC-000060,RES-002,2025-07-03 11:30:00,0.0,0.0
SOC-000061,RES-002,2025-07-03 12:30:00,0.0,0.0
SOC-000062,RES-002,2025-07-03 13:30:00,0.0,0.0
SOC-000063,RES-002,2025-07-03 14:30:00,0.0,0.0
SOC-000064,RES-002,2025-07-03 15:30:00,0.0,0.0
SOC-000065,RES-002,2025-07-03 16:30:00,0.0,0.0
SOC-000066,RES-002,2025-07-03 17:30:00,0.0,0.0
SOC-000067,RES-002,2025-07-03 18:30:00,0.0,0.0
SOC-000068,RES-002,2025-07-03 19:30:00,0.0,0.0
SOC-000069,RES-002,2025-07-03 20:30:00,0.0,0.0
SOC-000070,RES-002,2025-07-03 21:30:00,0.0,0.0
SOC-000071,RES-002,2025-07-03 22:30:00,0.0,0.0
SOC-000072,RES-002,2025-07-03 23:30:00,0.0,0.0
SOC-000073,RES-002,2025-07-04 00:30:00,0.0,0.0
SOC-000074,RES-002,2025-07-04 01:30:00,0.0,0.04
SOC-000075,RES-002,2025-07-04 02:30:00,0.0,0.05
SOC-000076,RES-002,2025-07-04 03:30:00,0.0,0.0
SOC-000077,RES-002,2025-07-04 04:30:00,0.0,0.19
SOC-000078,RES-002,2025-07-04 05:30:00,0.0,0.06
SOC-000079,RES-002,2025-07-04 06:30:00,0.0,0.05
SOC-000080,RES-002,2025-07-04 07:30:00,0.0,0.09
SOC-000081,RES-002,2025-07-04 08:30:00,0.0,0.1
SOC-000082,RES-002,2025-07-04 09:30:00,0.0,0.1
SOC-000083,RES-002,2025-07-04 10:30:00,0.1,0.27
SOC-000084,RES-002,2025-07-04 11:30:00,0.0,0.12
SOC-000085,RES-002,2025-07-04 12:30:00,0.0,0.12
SOC-000086,RES-002,2025-07-04 13:30:00,0.0,0.08
SOC-000087,RES-002,2025-07-04 14:30:00,0.0,0.0
SOC-000088,RES-002,2025-07-04 15:30:00,0.0,0.1
SOC-000089,RES-002,2025-07-04 16:30:00,0.0,0.05
SOC-000090,RES-002,2025-07-04 17:30:00,0.0,0.08
SOC-000091,RES-002,2025-07-04 18:30:00,0.0,0.0
SOC-000092,RES-002,2025-07-04 19:30:00,0.1,0.21
SOC-000093,RES-002,2025-07-04 20:30:00,0.1,0.22
SOC-000094,RES-002,2025-07-04 21:30:00,0.1,0.28
SOC-000095,RES-002,2025-07-04 22:30:00,0.1,0.24
SOC-000096,RES-002,2025-07-04 23:30:00,0.0,0.19
SOC-000097,RES-002,2025-07-05 00:30:00,0.0,0.0
SOC-000098,RES-002,2025-07-05 01:30:00,0.0,0.0
SOC-000099,RES-002,2025-07-05 02:30:00,0.0,0.0
SOC-000100,RES-002,2025-07-05 03:30:00,0.0,0.0
SOC-000101,RES-002,2025-07-05 04:30:00,0.0,0.0
SOC-000102,RES-002,2025-07-05 05:30:00,0.0,0.0
SOC-000103,RES-002,2025-07-05 06:30:00,0.0,0.0
SOC-000104,RES-002,2025-07-05 07:30:00,0.0,0.0
SOC-000105,RES-002,2025-07-05 08:30:00,0.0,0.0
SOC-000106,RES-002,2025-07-05 09:30:00,0.0,0.0
SOC-000107,RES-002,2025-07-05 10:30:00,0.0,0.0
SOC-000108,RES-002,2025-07-05 11:30:00,0.0,0.0
SOC-000109,RES-002,2025-07-05 12:30:00,0.0,0.0
SOC-000110,RES-002,2025-07-05 13:30:00,0.0,0.0
SOC-000111,RES-002,2025-07-05 14:30:00,0.0,0.0
SOC-000112,RES-002,2025-07-05 15:30:00,0.0,0.0
SOC-000113,RES-002,2025-07-05 16:30:00,0.0,0.0
SOC-000114,RES-002,2025-07-05 17:30:00,0.0,0.0
SOC-000115,RES-002,2025-07-05 18:30:00,0.0,0.0
SOC-000116,RES-002,2025-07-05 19:30:00,0.0,0.0
SOC-000117,RES-002,2025-07-05 20:30:00,0.0,0.0
SOC-000118,RES-002,2025-07-05 21:30:00,0.0,0.0
SOC-000119,RES-002,2025-07-05 22:30:00,0.0,0.0
SOC-000120,RES-002,2025-07-05 23:30:00,0.0,0.0
SOC-000121,RES-002,2025-07-06 00:30:00,0.0,0.0
SOC-000122,RES-002,2025-07-06 01:30:00,0.0,0.0
SOC-000123,RES-002,2025-07-06 02:30:00,0.0,0.0
SOC-000124,RES-002,2025-07-06 03:30:00,0.0,0.0
SOC-000125,RES-002,2025-07-06 04:30:00,0.0,0.0
SOC-000126,RES-002,2025-07-06 05:30:00,0.0,0.0
SOC-000127,RES-002,2025-07-06 06:30:00,0.0,0.0
SOC-000128,RES-002,2025-07-06 07:30:00,0.0,0.0
SOC-000129,RES-002,2025-07-06 08:30:00,0.0,0.0
SOC-000130,RES-002,2025-07-06 09:30:00,0.0,0.0
SOC-000131,RES-002,2025-07-06 10:30:00,0.0,0.0
SOC-000132,RES-002,2025-07-06 11:30:00,0.0,0.0
SOC-000133,RES-002,2025-07-06 12:30:00,0.0,0.0
SOC-000134,RES-002,2025-07-06 13:30:00,0.0,0.0
SOC-000135,RES-002,2025-07-06 14:30:00,0.0,0.0
SOC-000136,RES-002,2025-07-06 15:30:00,0.0,0.0
SOC-000137,RES-002,2025-07-06 16:30:00,0.0,0.0
SOC-000138,RES-002,2025-07-06 17:30:00,0.0,0.0
SOC-000139,RES-002,2025-07-06 18:30:00,0.0,0.0
SOC-000140,RES-002,2025-07-06 19:30:00,0.0,0.0
SOC-000141,RES-002,2025-07-06 20:30:00,0.0,0.0
SOC-000142,RES-002,2025-07-06 21:30:00,0.0,0.0
SOC-000143,RES-002,2025-07-06 22:30:00,0.0,0.0
SOC-000144,RES-002,2025-07-06 23:30:00,0.0,0.0
SOC-000145,RES-002,2025-07-07 00:30:00,0.0,0.0
SOC-000146,RES-002,2025-07-07 01:30:00,0.0,0.0
SOC-000147,RES-002,2025-07-07 02:30:00,0.0,0.0
SOC-000148,RES-002,2025-07-07 03:30:00,0.0,0.0
SOC-000149,RES-002,2025-07-07 04:30:00,0.0,0.0
SOC-000150,RES-002,2025-07-07 05:30:00,0.0,0.0
SOC-000151,RES-002,2025-07-07 06:30:00,0.0,0.0
SOC-000152,RES-002,2025-07-07 07:30:00,0.0,0.0
SOC-000153,RES-002,2025-07-07 08:30:00,0.0,0.0
SOC-000154,RES-002,2025-07-07 09:30:00,0.0,0.0
SOC-000155,RES-002,2025-07-07 10:30:00,0.0,0.0
SOC-000156,RES-002,2025-07-07 11:30:00,0.0,0.0
SOC-000157,RES-002,2025-07-07 12:30:00,0.0,0.0
SOC-000158,RES-002,2025-07-07 13:30:00,0.0,0.0
SOC-000159,RES-002,2025-07-07 14:30:00,0.0,0.0
SOC-000160,RES-002,2025-07-07 15:30:00,0.0,0.0
SOC-000161,RES-002,2025-07-07 16:30:00,0.0,0.0
SOC-000162,RES-002,2025-07-07 17:30:00,0.0,0.0
SOC-000163,RES-002,2025-07-07 18:30:00,0.0,0.0
SOC-000164,RES-002,2025-07-07 19:30:00,0.0,0.0
SOC-000165,RES-002,2025-07-07 20:30:00,0.0,0.0
SOC-000166,RES-002,2025-07-07 21:30:00,0.0,0.0
SOC-000167,RES-002,2025-07-07 22:30:00,0.0,0.0
SOC-000168,RES-002,2025-07-07 23:30:00,0.0,0.0
SOC-000169,RES-003,2025-07-01 00:30:00,49.9,99.86
SOC-000170,RES-003,2025-07-01 01:30:00,49.9,99.79
SOC-000171,RES-003,2025-07-01 02:30:00,49.9,99.76
SOC-000172,RES-003,2025-07-01 03:30:00,42.5,84.96
SOC-000173,RES-003,2025-07-01 04:30:00,33.2,66.46
SOC-000174,RES-003,2025-07-01 05:30:00,23.5,47.07
SOC-000175,RES-003,2025-07-01 06:30:00,19.2,38.36
SOC-000176,RES-003,2025-07-01 07:30:00,9.8,19.58
SOC-000177,RES-003,2025-07-01 08:30:00,0.0,0.0
SOC-000178,RES-003,2025-07-01 09:30:00,0.0,0.0
SOC-000179,RES-003,2025-07-01 10:30:00,0.0,0.0
SOC-000180,RES-003,2025-07-01 11:30:00,0.0,0.0
SOC-000181,RES-003,2025-07-01 12:30:00,0.0,0.0
SOC-000182,RES-003,2025-07-01 13:30:00,0.0,0.0
SOC-000183,RES-003,2025-07-01 14:30:00,0.0,0.0
SOC-000184,RES-003,2025-07-01 15:30:00,0.0,0.0
SOC-000185,RES-003,2025-07-01 16:30:00,0.0,0.0
SOC-000186,RES-003,2025-07-01 17:30:00,0.0,0.0
SOC-000187,RES-003,2025-07-01 18:30:00,0.0,0.0
SOC-000188,RES-003,2025-07-01 19:30:00,0.0,0.0
SOC-000189,RES-003,2025-07-01 20:30:00,0.0,0.0
SOC-000190,RES-003,2025-07-01 21:30:00,0.0,0.0
SOC-000191,RES-003,2025-07-01 22:30:00,0.0,0.0
SOC-000192,RES-003,2025-07-01 23:30:00,0.0,0.0
SOC-000193,RES-003,2025-07-02 00:30:00,0.0,0.0
SOC-000194,RES-003,2025-07-02 01:30:00,0.0,0.0
SOC-000195,RES-003,2025-07-02 02:30:00,0.0,0.0
SOC-000196,RES-003,2025-07-02 03:30:00,0.0,0.0
SOC-000197,RES-003,2025-07-02 04:30:00,0.0,0.0
SOC-000198,RES-003,2025-07-02 05:30:00,0.0,0.0
SOC-000199,RES-003,2025-07-02 06:30:00,0.0,0.0
SOC-000200,RES-003,2025-07-02 07:30:00,0.0,0.0
SOC-000201,RES-003,2025-07-02 08:30:00,0.0,0.0
SOC-000202,RES-003,2025-07-02 09:30:00,0.0,0.0
SOC-000203,RES-003,2025-07-02 10:30:00,0.0,0.0
SOC-000204,RES-003,2025-07-02 11:30:00,0.0,0.0
SOC-000205,RES-003,2025-07-02 12:30:00,0.0,0.0
SOC-000206,RES-003,2025-07-02 13:30:00,0.0,0.0
SOC-000207,RES-003,2025-07-02 14:30:00,0.0,0.0
SOC-000208,RES-003,2025-07-02 15:30:00,0.0,0.0
SOC-000209,RES-003,2025-07-02 16:30:00,0.0,0.0
SOC-000210,RES-003,2025-07-02 17:30:00,0.0,0.0
SOC-000211,RES-003,2025-07-02 18:30:00,0.0,0.0
SOC-000212,RES-003,2025-07-02 19:30:00,0.0,0.0
SOC-000213,RES-003,2025-07-02 20:30:00,0.0,0.0
SOC-000214,RES-003,2025-07-02 21:30:00,0.0,0.04
SOC-000215,RES-003,2025-07-02 22:30:00,0.0,0.02
SOC-000216,RES-003,2025-07-02 23:30:00,0.0,0.0
SOC-000217,RES-003,2025-07-03 00:30:00,0.0,0.02
SOC-000218,RES-003,2025-07-03 01:30:00,0.0,0.0
SOC-000219,RES-003,2025-07-03 02:30:00,0.0,0.0
SOC-000220,RES-003,2025-07-03 03:30:00,0.0,0.0
SOC-000221,RES-003,2025-07-03 04:30:00,0.0,0.0
SOC-000222,RES-003,2025-07-03 05:30:00,0.0,0.0
SOC-000223,RES-003,2025-07-03 06:30:00,0.0,0.0
SOC-000224,RES-003,2025-07-03 07:30:00,0.0,0.0
SOC-000225,RES-003,2025-07-03 08:30:00,0.0,0.0
SOC-000226,RES-003,2025-07-03 09:30:00,0.0,0.0
SOC-000227,RES-003,2025-07-03 10:30:00,0.0,0.09
SOC-000228,RES-003,2025-07-03 11:30:00,0.0,0.0
SOC-000229,RES-003,2025-07-03 12:30:00,0.0,0.0
SOC-000230,RES-003,2025-07-03 13:30:00,0.0,0.0
SOC-000231,RES-003,2025-07-03 14:30:00,0.1,0.16
SOC-000232,RES-003,2025-07-03 15:30:00,0.0,0.0
SOC-000233,RES-003,2025-07-03 16:30:00,0.0,0.0
SOC-000234,RES-003,2025-07-03 17:30:00,0.0,0.0
SOC-000235,RES-003,2025-07-03 18:30:00,0.0,0.0
SOC-000236,RES-003,2025-07-03 19:30:00,0.0,0.0
SOC-000237,RES-003,2025-07-03 20:30:00,0.0,0.0
SOC-000238,RES-003,2025-07-03 21:30:00,0.1,0.25
SOC-000239,RES-003,2025-07-03 22:30:00,0.1,0.12
SOC-000240,RES-003,2025-07-03 23:30:00,0.0,0.09
SOC-000241,RES-003,2025-07-04 00:30:00,0.0,0.0
SOC-000242,RES-003,2025-07-04 01:30:00,0.1,0.11
SOC-000243,RES-003,2025-07-04 02:30:00,0.0,0.0
SOC-000244,RES-003,2025-07-04 03:30:00,0.0,0.0
SOC-000245,RES-003,2025-07-04 04:30:00,0.0,0.0
SOC-000246,RES-003,2025-07-04 05:30:00,0.0,0.0
SOC-000247,RES-003,2025-07-04 06:30:00,0.0,0.0
SOC-000248,RES-003,2025-07-04 07:30:00,0.0,0.0
SOC-000249,RES-003,2025-07-04 08:30:00,0.0,0.0
SOC-000250,RES-003,2025-07-04 09:30:00,0.0,0.0
SOC-000251,RES-003,2025-07-04 10:30:00,0.0,0.0
SOC-000252,RES-003,2025-07-04 11:30:00,0.0,0.0
SOC-000253,RES-003,2025-07-04 12:30:00,0.0,0.0
SOC-000254,RES-003,2025-07-04 13:30:00,0.0,0.0
SOC-000255,RES-003,2025-07-04 14:30:00,0.0,0.0
SOC-000256,RES-003,2025-07-04 15:30:00,0.0,0.0
SOC-000257,RES-003,2025-07-04 16:30:00,0.0,0.0
SOC-000258,RES-003,2025-07-04 17:30:00,0.0,0.0
SOC-000259,RES-003,2025-07-04 18:30:00,0.0,0.0
SOC-000260,RES-003,2025-07-04 19:30:00,0.0,0.0
SOC-000261,RES-003,2025-07-04 20:30:00,0.0,0.0
SOC-000262,RES-003,2025-07-04 21:30:00,0.0,0.0
SOC-000263,RES-003,2025-07-04 22:30:00,0.0,0.01
SOC-000264,RES-003,2025-07-04 23:30:00,0.0,0.0
SOC-000265,RES-003,2025-07-05 00:30:00,0.0,0.0
SOC-000266,RES-003,2025-07-05 01:30:00,0.0,0.0
SOC-000267,RES-003,2025-07-05 02:30:00,0.0,0.0
SOC-000268,RES-003,2025-07-05 03:30:00,0.0,0.0
SOC-000269,RES-003,2025-07-05 04:30:00,0.0,0.0
SOC-000270,RES-003,2025-07-05 05:30:00,0.0,0.0
SOC-000271,RES-003,2025-07-05 06:30:00,0.0,0.0
SOC-000272,RES-003,2025-07-05 07:30:00,0.0,0.0
SOC-000273,RES-003,2025-07-05 08:30:00,0.0,0.0
SOC-000274,RES-003,2025-07-05 09:30:00,0.0,0.0
SOC-000275,RES-003,2025-07-05 10:30:00,0.0,0.0
SOC-000276,RES-003,2025-07-05 11:30:00,0.0,0.0
SOC-000277,RES-003,2025-07-05 12:30:00,0.0,0.0
SOC-000278,RES-003,2025-07-05 13:30:00,0.0,0.0
SOC-000279,RES-003,2025-07-05 14:30:00,0.0,0.0
SOC-000280,RES-003,2025-07-05 15:30:00,0.0,0.0
SOC-000281,RES-003,2025-07-05 16:30:00,0.0,0.0
SOC-000282,RES-003,2025-07-05 17:30:00,0.0,0.0
SOC-000283,RES-003,2025-07-05 18:30:00,0.0,0.0
SOC-000284,RES-003,2025-07-05 19:30:00,0.0,0.0
SOC-000285,RES-003,2025-07-05 20:30:00,0.0,0.0
SOC-000286,RES-003,2025-07-05 21:30:00,0.0,0.0
SOC-000287,RES-003,2025-07-05 22:30:00,0.0,0.0
SOC-000288,RES-003,2025-07-05 23:30:00,0.0,0.02
SOC-000289,RES-003,2025-07-06 00:30:00,0.0,0.0
SOC-000290,RES-003,2025-07-06 01:30:00,0.0,0.0
SOC-000291,RES-003,2025-07-06 02:30:00,0.0,0.1
SOC-000292,RES-003,2025-07-06 03:30:00,0.0,0.0
SOC-000293,RES-003,2025-07-06 04:30:00,0.0,0.0
SOC-000294,RES-003,2025-07-06 05:30:00,0.0,0.0
SOC-000295,RES-003,2025-07-06 06:30:00,0.0,0.0
SOC-000296,RES-003,2025-07-06 07:30:00,0.0,0.0
SOC-000297,RES-003,2025-07-06 08:30:00,0.0,0.0
SOC-000298,RES-003,2025-07-06 09:30:00,0.0,0.0
SOC-000299,RES-003,2025-07-06 10:30:00,0.0,0.0
SOC-000300,RES-003,2025-07-06 11:30:00,0.0,0.0
SOC-000301,RES-003,2025-07-06 12:30:00,0.0,0.0
SOC-000302,RES-003,2025-07-06 13:30:00,0.0,0.02
SOC-000303,RES-003,2025-07-06 14:30:00,0.0,0.01
SOC-000304,RES-003,2025-07-06 15:30:00,0.0,0.0
SOC-000305,RES-003,2025-07-06 16:30:00,0.0,0.0
SOC-000306,RES-003,2025-07-06 17:30:00,0.0,0.0
SOC-000307,RES-003,2025-07-06 18:30:00,0.0,0.0
SOC-000308,RES-003,2025-07-06 19:30:00,0.0,0.0
SOC-000309,RES-003,2025-07-06 20:30:00,0.1,0.18
SOC-000310,RES-003,2025-07-06 21:30:00,0.2,0.32
SOC-000311,RES-003,2025-07-06 22:30:00,0.2,0.39
SOC-000312,RES-003,2025-07-06 23:30:00,0.1,0.19
SOC-000313,RES-003,2025-07-07 00:30:00,0.0,0.0
SOC-000314,RES-003,2025-07-07 01:30:00,0.0,0.0
SOC-000315,RES-003,2025-07-07 02:30:00,0.0,0.0
SOC-000316,RES-003,2025-07-07 03:30:00,0.0,0.0
SOC-000317,RES-003,2025-07-07 04:30:00,0.0,0.01
SOC-000318,RES-003,2025-07-07 05:30:00,0.0,0.0
SOC-000319,RES-003,2025-07-07 06:30:00,0.0,0.0
SOC-000320,RES-003,2025-07-07 07:30:00,0.0,0.0
SOC-000321,RES-003,2025-07-07 08:30:00,0.0,0.0
SOC-000322,RES-003,2025-07-07 09:30:00,0.0,0.0
SOC-000323,RES-003,2025-07-07 10:30:00,0.0,0.0
SOC-000324,RES-003,2025-07-07 11:30:00,0.0,0.0
SOC-000325,RES-003,2025-07-07 12:30:00,0.0,0.0
SOC-000326,RES-003,2025-07-07 13:30:00,0.0,0.0
SOC-000327,RES-003,2025-07-07 14:30:00,0.0,0.0
SOC-000328,RES-003,2025-07-07 15:30:00,0.0,0.0
SOC-000329,RES-003,2025-07-07 16:30:00,0.0,0.0
SOC-000330,RES-003,2025-07-07 17:30:00,0.0,0.0
SOC-000331,RES-003,2025-07-07 18:30:00,0.0,0.0
SOC-000332,RES-003,2025-07-07 19:30:00,0.0,0.06
SOC-000333,RES-003,2025-07-07 20:30:00,0.0,0.0
SOC-000334,RES-003,2025-07-07 21:30:00,0.0,0.0
SOC-000335,RES-003,2025-07-07 22:30:00,0.0,0.0
SOC-000336,RES-003,2025-07-07 23:30:00,0.0,0.0
SOC-000337,RES-004,2025-07-01 00:30:00,41.8,62.66
SOC-000338,RES-004,2025-07-01 01:30:00,41.8,62.74
SOC-000339,RES-004,2025-07-01 02:30:00,41.8,62.75
SOC-000340,RES-004,2025-07-01 03:30:00,31.2,46.78
SOC-000341,RES-004,2025-07-01 04:30:00,20.2,30.37
SOC-000342,RES-004,2025-07-01 05:30:00,12.8,19.13
SOC-000343,RES-004,2025-07-01 06:30:00,8.0,12.01
SOC-000344,RES-004,2025-07-01 07:30:00,0.0,0.0
SOC-000345,RES-004,2025-07-01 08:30:00,0.0,0.0
SOC-000346,RES-004,2025-07-01 09:30:00,0.0,0.0
SOC-000347,RES-004,2025-07-01 10:30:00,0.0,0.0
SOC-000348,RES-004,2025-07-01 11:30:00,0.0,0.0
SOC-000349,RES-004,2025-07-01 12:30:00,0.0,0.0
SOC-000350,RES-004,2025-07-01 13:30:00,0.0,0.0
SOC-000351,RES-004,2025-07-01 14:30:00,0.0,0.0
SOC-000352,RES-004,2025-07-01 15:30:00,0.0,0.0
SOC-000353,RES-004,2025-07-01 16:30:00,0.0,0.0
SOC-000354,RES-004,2025-07-01 17:30:00,0.0,0.0
SOC-000355,RES-004,2025-07-01 18:30:00,0.0,0.0
SOC-000356,RES-004,2025-07-01 19:30:00,0.0,0.0
SOC-000357,RES-004,2025-07-01 20:30:00,0.0,0.07
SOC-000358,RES-004,2025-07-01 21:30:00,0.0,0.0
SOC-000359,RES-004,2025-07-01 22:30:00,0.0,0.0
SOC-000360,RES-004,2025-07-01 23:30:00,0.1,0.08
SOC-000361,RES-004,2025-07-02 00:30:00,0.0,0.0
SOC-000362,RES-004,2025-07-02 01:30:00,0.0,0.0
SOC-000363,RES-004,2025-07-02 02:30:00,0.0,0.0
SOC-000364,RES-004,2025-07-02 03:30:00,0.0,0.0
SOC-000365,RES-004,2025-07-02 04:30:00,0.0,0.0
SOC-000366,RES-004,2025-07-02 05:30:00,0.0,0.0
SOC-000367,RES-004,2025-07-02 06:30:00,0.0,0.0
SOC-000368,RES-004,2025-07-02 07:30:00,0.0,0.0
SOC-000369,RES-004,2025-07-02 08:30:00,0.0,0.0
SOC-000370,RES-004,2025-07-02 09:30:00,0.0,0.0
SOC-000371,RES-004,2025-07-02 10:30:00,0.0,0.0
SOC-000372,RES-004,2025-07-02 11:30:00,0.0,0.0
SOC-000373,RES-004,2025-07-02 12:30:00,0.0,0.0
SOC-000374,RES-004,2025-07-02 13:30:00,0.0,0.0
SOC-000375,RES-004,2025-07-02 14:30:00,0.0,0.0
SOC-000376,RES-004,2025-07-02 15:30:00,0.0,0.0
SOC-000377,RES-004,2025-07-02 16:30:00,0.0,0.0
SOC-000378,RES-004,2025-07-02 17:30:00,0.0,0.0
SOC-000379,RES-004,2025-07-02 18:30:00,0.0,0.0
SOC-000380,RES-004,2025-07-02 19:30:00,0.0,0.0
SOC-000381,RES-004,2025-07-02 20:30:00,0.0,0.0
SOC-000382,RES-004,2025-07-02 21:30:00,0.0,0.0
SOC-000383,RES-004,2025-07-02 22:30:00,0.0,0.0
SOC-000384,RES-004,2025-07-02 23:30:00,0.0,0.0
SOC-000385,RES-004,2025-07-03 00:30:00,0.0,0.0
SOC-000386,RES-004,2025-07-03 01:30:00,0.0,0.0
SOC-000387,RES-004,2025-07-03 02:30:00,0.0,0.0
SOC-000388,RES-004,2025-07-03 03:30:00,0.0,0.0
SOC-000389,RES-004,2025-07-03 04:30:00,0.0,0.0
SOC-000390,RES-004,2025-07-03 05:30:00,0.0,0.0
SOC-000391,RES-004,2025-07-03 06:30:00,0.0,0.0
SOC-000392,RES-004,2025-07-03 07:30:00,0.0,0.0
SOC-000393,RES-004,2025-07-03 08:30:00,0.0,0.0
SOC-000394,RES-004,2025-07-03 09:30:00,0.0,0.0
SOC-000395,RES-004,2025-07-03 10:30:00,8.0,12.0
SOC-000396,RES-004,2025-07-03 11:30:00,0.0,0.0
SOC-000397,RES-004,2025-07-03 12:30:00,0.0,0.0
SOC-000398,RES-004,2025-07-03 13:30:00,0.0,0.0
SOC-000399,RES-004,2025-07-03 14:30:00,0.0,0.0
SOC-000400,RES-004,2025-07-03 15:30:00,0.0,0.0
SOC-000401,RES-004,2025-07-03 16:30:00,0.0,0.0
SOC-000402,RES-004,2025-07-03 17:30:00,0.0,0.0
SOC-000403,RES-004,2025-07-03 18:30:00,0.0,0.0
SOC-000404,RES-004,2025-07-03 19:30:00,0.0,0.0
SOC-000405,RES-004,2025-07-03 20:30:00,0.0,0.0
SOC-000406,RES-004,2025-07-03 21:30:00,0.1,0.12
SOC-000407,RES-004,2025-07-03 22:30:00,0.0,0.0
SOC-000408,RES-004,2025-07-03 23:30:00,0.0,0.0
SOC-000409,RES-004,2025-07-04 00:30:00,0.0,0.0
SOC-000410,RES-004,2025-07-04 01:30:00,0.0,0.0
SOC-000411,RES-004,2025-07-04 02:30:00,0.0,0.0
SOC-000412,RES-004,2025-07-04 03:30:00,0.1,0.13
SOC-000413,RES-004,2025-07-04 04:30:00,0.0,0.0
SOC-000414,RES-004,2025-07-04 05:30:00,0.0,0.0
SOC-000415,RES-004,2025-07-04 06:30:00,0.0,0.0
SOC-000416,RES-004,2025-07-04 07:30:00,0.0,0.0
SOC-000417,RES-004,2025-07-04 08:30:00,0.0,0.0
SOC-000418,RES-004,2025-07-04 09:30:00,0.0,0.0
SOC-000419,RES-004,2025-07-04 10:30:00,0.0,0.0
SOC-000420,RES-004,2025-07-04 11:30:00,0.0,0.0
SOC-000421,RES-004,2025-07-04 12:30:00,0.0,0.0
SOC-000422,RES-004,2025-07-04 13:30:00,0.0,0.0
