meter_id,resource_id,timestamp,actual_mw,interval_seconds
MTR-000115,RES-001,2025-07-05 18:30:00,3.7,3600
MTR-000116,RES-001,2025-07-05 19:30:00,0.0,3600
MTR-000117,RES-001,2025-07-05 20:30:00,0.0,3600
MTR-000118,RES-001,2025-07-05 21:30:00,0.0,3600
MTR-000119,RES-001,2025-07-05 22:30:00,0.0,3600
MTR-000120,RES-001,2025-07-05 23:30:00,0.0,3600
MTR-000121,RES-001,2025-07-06 00:30:00,0.0,3600
MTR-000122,RES-001,2025-07-06 01:30:00,0.0,3600
MTR-000123,RES-001,2025-07-06 02:30:00,0.0,3600
MTR-000124,RES-001,2025-07-06 03:30:00,0.0,3600
MTR-000125,RES-001,2025-07-06 04:30:00,0.0,3600
MTR-000126,RES-001,2025-07-06 05:30:00,0.0,3600
MTR-000127,RES-001,2025-07-06 06:30:00,4.9,3600
MTR-000128,RES-001,2025-07-06 07:30:00,11.2,3600
MTR-000129,RES-001,2025-07-06 08:30:00,22.3,3600
MTR-000130,RES-001,2025-07-06 09:30:00,22.0,3600
MTR-000131,RES-001,2025-07-06 10:30:00,39.4,3600
MTR-000132,RES-001,2025-07-06 11:30:00,42.5,3600
MTR-000133,RES-001,2025-07-06 12:30:00,36.0,3600
MTR-000134,RES-001,2025-07-06 13:30:00,33.4,3600
MTR-000135,RES-001,2025-07-06 14:30:00,31.5,3600
MTR-000136,RES-001,2025-07-06 15:30:00,31.4,3600
MTR-000137,RES-001,2025-07-06 16:30:00,19.3,3600
MTR-000138,RES-001,2025-07-06 17:30:00,11.8,3600
MTR-000139,RES-001,2025-07-06 18:30:00,3.5,3600
MTR-000140,RES-001,2025-07-06 19:30:00,0.0,3600
MTR-000141,RES-001,2025-07-06 20:30:00,0.0,3600
MTR-000142,RES-001,2025-07-06 21:30:00,0.0,3600
MTR-000143,RES-001,2025-07-06 22:30:00,0.0,3600
MTR-000144,RES-001,2025-07-06 23:30:00,0.0,3600
MTR-000145,RES-001,2025-07-07 00:30:00,0.0,3600
MTR-000146,RES-001,2025-07-07 01:30:00,0.0,3600
MTR-000147,RES-001,2025-07-07 02:30:00,0.0,3600
MTR-000148,RES-001,2025-07-07 03:30:00,0.0,3600
MTR-000149,RES-001,2025-07-07 04:30:00,0.0,3600
MTR-000150,RES-001,2025-07-07 05:30:00,0.0,3600
MTR-000151,RES-001,2025-07-07 06:30:00,3.3,3600
MTR-000152,RES-001,2025-07-07 07:30:00,11.9,3600
MTR-000153,RES-001,2025-07-07 08:30:00,23.0,3600
MTR-000154,RES-001,2025-07-07 09:30:00,26.0,3600
MTR-000155,RES-001,2025-07-07 10:30:00,37.3,3600
MTR-000156,RES-001,2025-07-07 11:30:00,32.1,3600
MTR-000157,RES-001,2025-07-07 12:30:00,39.5,3600
MTR-000158,RES-001,2025-07-07 13:30:00,34.5,3600
MTR-000159,RES-001,2025-07-07 14:30:00,36.9,3600
MTR-000160,RES-001,2025-07-07 15:30:00,24.8,3600
MTR-000161,RES-001,2025-07-07 16:30:00,19.0,3600
MTR-000162,RES-001,2025-07-07 17:30:00,11.9,3600
MTR-000163,RES-001,2025-07-07 18:30:00,3.4,3600
MTR-000164,RES-001,2025-07-07 19:30:00,0.0,3600
MTR-000165,RES-001,2025-07-07 20:30:00,0.0,3600
MTR-000166,RES-001,2025-07-07 21:30:00,0.0,3600
MTR-000167,RES-001,2025-07-07 22:30:00,0.0,3600
MTR-000168,RES-001,2025-07-07 23:30:00,0.0,3600
MTR-000169,RES-002,2025-07-01 00:30:00,-26.8,3600
MTR-000170,RES-002,2025-07-01 01:30:00,-41.1,3600
MTR-000171,RES-002,2025-07-01 02:30:00,-48.3,3600
MTR-000172,RES-002,2025-07-01 03:30:00,-41.5,3600
MTR-000173,RES-002,2025-07-01 04:30:00,-36.2,3600
MTR-000174,RES-002,2025-07-01 05:30:00,-50.4,3600
MTR-000175,RES-002,2025-07-01 06:30:00,-48.5,3600
MTR-000176,RES-002,2025-07-01 07:30:00,-28.1,3600
MTR-000177,RES-002,2025-07-01 08:30:00,9.7,3600
MTR-000178,RES-002,2025-07-01 09:30:00,5.7,3600
MTR-000179,RES-002,2025-07-01 10:30:00,-9.9,3600
MTR-000180,RES-002,2025-07-01 11:30:00,1.2,3600
MTR-000181,RES-002,2025-07-01 12:30:00,5.2,3600
MTR-000182,RES-002,2025-07-01 13:30:00,-5.1,3600
MTR-000183,RES-002,2025-07-01 14:30:00,5.1,3600
MTR-000184,RES-002,2025-07-01 15:30:00,-9.4,3600
MTR-000185,RES-002,2025-07-01 16:30:00,43.9,3600
MTR-000186,RES-002,2025-07-01 17:30:00,78.4,3600
MTR-000187,RES-002,2025-07-01 18:30:00,89.1,3600
MTR-000188,RES-002,2025-07-01 19:30:00,65.5,3600
MTR-000189,RES-002,2025-07-01 20:30:00,54.6,3600
MTR-000190,RES-002,2025-07-01 21:30:00,55.1,3600
MTR-000191,RES-002,2025-07-01 22:30:00,-5.8,3600
MTR-000192,RES-002,2025-07-01 23:30:00,-8.9,3600
MTR-000193,RES-002,2025-07-02 00:30:00,-58.8,3600
MTR-000194,RES-002,2025-07-02 01:30:00,-22.9,3600
MTR-000195,RES-002,2025-07-02 02:30:00,-40.4,3600
MTR-000196,RES-002,2025-07-02 03:30:00,-36.3,3600
MTR-000197,RES-002,2025-07-02 04:30:00,-43.0,3600
MTR-000198,RES-002,2025-07-02 05:30:00,-45.6,3600
MTR-000199,RES-002,2025-07-02 06:30:00,-25.7,3600
MTR-000200,RES-002,2025-07-02 07:30:00,-39.5,3600
MTR-000201,RES-002,2025-07-02 08:30:00,-7.4,3600
MTR-000202,RES-002,2025-07-02 09:30:00,-4.4,3600
MTR-000203,RES-002,2025-07-02 10:30:00,-6.5,3600
MTR-000204,RES-002,2025-07-02 11:30:00,7.0,3600
MTR-000205,RES-002,2025-07-02 12:30:00,-6.7,3600
MTR-000206,RES-002,2025-07-02 13:30:00,6.2,3600
MTR-000207,RES-002,2025-07-02 14:30:00,2.4,3600
MTR-000208,RES-002,2025-07-02 15:30:00,-2.0,3600
MTR-000209,RES-002,2025-07-02 16:30:00,73.8,3600
MTR-000210,RES-002,2025-07-02 17:30:00,41.1,3600
MTR-000211,RES-002,2025-07-02 18:30:00,58.0,3600
MTR-000212,RES-002,2025-07-02 19:30:00,57.4,3600
MTR-000213,RES-002,2025-07-02 20:30:00,53.0,3600
MTR-000214,RES-002,2025-07-02 21:30:00,49.4,3600
MTR-000215,RES-002,2025-07-02 22:30:00,3.6,3600
MTR-000216,RES-002,2025-07-02 23:30:00,7.6,3600
MTR-000217,RES-002,2025-07-03 00:30:00,-52.4,3600
MTR-000218,RES-002,2025-07-03 01:30:00,-27.2,3600
MTR-000219,RES-002,2025-07-03 02:30:00,-40.9,3600
MTR-000220,RES-002,2025-07-03 03:30:00,-45.7,3600
MTR-000221,RES-002,2025-07-03 04:30:00,-56.7,3600
MTR-000222,RES-002,2025-07-03 05:30:00,-45.1,3600
MTR-000223,RES-002,2025-07-03 06:30:00,-57.3,3600
MTR-000224,RES-002,2025-07-03 07:30:00,-26.6,3600
MTR-000225,RES-002,2025-07-03 08:30:00,1.1,3600
MTR-000226,RES-002,2025-07-03 09:30:00,-0.4,3600
MTR-000227,RES-002,2025-07-03 10:30:00,-1.8,3600
MTR-000228,RES-002,2025-07-03 11:30:00,4.9,3600
MTR-000229,RES-002,2025-07-03 12:30:00,-3.0,3600
MTR-000230,RES-002,2025-07-03 13:30:00,0.8,3600
MTR-000231,RES-002,2025-07-03 14:30:00,0.1,3600
MTR-000232,RES-002,2025-07-03 15:30:00,9.7,3600
MTR-000233,RES-002,2025-07-03 16:30:00,46.3,3600
MTR-000234,RES-002,2025-07-03 17:30:00,76.0,3600
MTR-000235,RES-002,2025-07-03 18:30:00,55.2,3600
MTR-000236,RES-002,2025-07-03 19:30:00,76.2,3600
MTR-000237,RES-002,2025-07-03 20:30:00,59.5,3600
MTR-000238,RES-002,2025-07-03 21:30:00,80.8,3600
MTR-000239,RES-002,2025-07-03 22:30:00,-1.0,3600
MTR-000240,RES-002,2025-07-03 23:30:00,-3.8,3600
MTR-000241,RES-002,2025-07-04 00:30:00,-36.9,3600
MTR-000242,RES-002,2025-07-04 01:30:00,-43.4,3600
MTR-000243,RES-002,2025-07-04 02:30:00,-44.1,3600
MTR-000244,RES-002,2025-07-04 03:30:00,-26.0,3600
MTR-000245,RES-002,2025-07-04 04:30:00,-33.9,3600
MTR-000246,RES-002,2025-07-04 05:30:00,-26.6,3600
MTR-000247,RES-002,2025-07-04 06:30:00,-49.5,3600
MTR-000248,RES-002,2025-07-04 07:30:00,-27.9,3600
MTR-000249,RES-002,2025-07-04 08:30:00,6.7,3600
MTR-000250,RES-002,2025-07-04 09:30:00,-1.5,3600
MTR-000251,RES-002,2025-07-04 10:30:00,2.0,3600
MTR-000252,RES-002,2025-07-04 11:30:00,-2.3,3600
MTR-000253,RES-002,2025-07-04 12:30:00,1.9,3600
MTR-000254,RES-002,2025-07-04 13:30:00,8.4,3600
MTR-000255,RES-002,2025-07-04 14:30:00,-7.2,3600
MTR-000256,RES-002,2025-07-04 15:30:00,5.4,3600
MTR-000257,RES-002,2025-07-04 16:30:00,73.3,3600
MTR-000258,RES-002,2025-07-04 17:30:00,60.3,3600
MTR-000259,RES-002,2025-07-04 18:30:00,88.6,3600
MTR-000260,RES-002,2025-07-04 19:30:00,79.6,3600
MTR-000261,RES-002,2025-07-04 20:30:00,47.7,3600
MTR-000262,RES-002,2025-07-04 21:30:00,62.9,3600
MTR-000263,RES-002,2025-07-04 22:30:00,4.2,3600
MTR-000264,RES-002,2025-07-04 23:30:00,8.5,3600
MTR-000265,RES-002,2025-07-05 00:30:00,-53.7,3600
MTR-000266,RES-002,2025-07-05 01:30:00,-58.3,3600
MTR-000267,RES-002,2025-07-05 02:30:00,-31.5,3600
MTR-000268,RES-002,2025-07-05 03:30:00,-53.6,3600
MTR-000269,RES-002,2025-07-05 04:30:00,-30.9,3600
MTR-000270,RES-002,2025-07-05 05:30:00,-32.5,3600
MTR-000271,RES-002,2025-07-05 06:30:00,-46.8,3600
MTR-000272,RES-002,2025-07-05 07:30:00,-28.6,3600
MTR-000273,RES-002,2025-07-05 08:30:00,-2.3,3600
MTR-000274,RES-002,2025-07-05 09:30:00,9.9,3600
MTR-000275,RES-002,2025-07-05 10:30:00,7.0,3600
MTR-000276,RES-002,2025-07-05 11:30:00,3.8,3600
MTR-000277,RES-002,2025-07-05 12:30:00,-6.9,3600
MTR-000278,RES-002,2025-07-05 13:30:00,5.5,3600
MTR-000279,RES-002,2025-07-05 14:30:00,-0.2,3600
MTR-000280,RES-002,2025-07-05 15:30:00,2.5,3600
MTR-000281,RES-002,2025-07-05 16:30:00,69.1,3600
MTR-000282,RES-002,2025-07-05 17:30:00,56.2,3600
MTR-000283,RES-002,2025-07-05 18:30:00,50.9,3600
MTR-000284,RES-002,2025-07-05 19:30:00,46.2,3600
MTR-000285,RES-002,2025-07-05 20:30:00,84.3,3600
MTR-000286,RES-002,2025-07-05 21:30:00,50.8,3600
MTR-000287,RES-002,2025-07-05 22:30:00,-2.3,3600
MTR-000288,RES-002,2025-07-05 23:30:00,-6.3,3600
MTR-000289,RES-002,2025-07-06 00:30:00,-53.1,3600
MTR-000290,RES-002,2025-07-06 01:30:00,-40.0,3600
MTR-000291,RES-002,2025-07-06 02:30:00,-31.3,3600
MTR-000292,RES-002,2025-07-06 03:30:00,-27.6,3600
MTR-000293,RES-002,2025-07-06 04:30:00,-45.9,3600
MTR-000294,RES-002,2025-07-06 05:30:00,-51.6,3600
MTR-000295,RES-002,2025-07-06 06:30:00,-53.7,3600
MTR-000296,RES-002,2025-07-06 07:30:00,-55.6,3600
MTR-000297,RES-002,2025-07-06 08:30:00,-8.4,3600
MTR-000298,RES-002,2025-07-06 09:30:00,1.8,3600
MTR-000299,RES-002,2025-07-06 10:30:00,-7.3,3600
MTR-000300,RES-002,2025-07-06 11:30:00,-9.3,3600
MTR-000301,RES-002,2025-07-06 12:30:00,-0.3,3600
MTR-000302,RES-002,2025-07-06 13:30:00,7.6,3600
MTR-000303,RES-002,2025-07-06 14:30:00,6.3,3600
MTR-000304,RES-002,2025-07-06 15:30:00,9.5,3600
MTR-000305,RES-002,2025-07-06 16:30:00,87.8,3600
MTR-000306,RES-002,2025-07-06 17:30:00,86.0,3600
MTR-000307,RES-002,2025-07-06 18:30:00,83.3,3600
MTR-000308,RES-002,2025-07-06 19:30:00,81.9,3600
MTR-000309,RES-002,2025-07-06 20:30:00,46.5,3600
MTR-000310,RES-002,2025-07-06 21:30:00,47.3,3600
MTR-000311,RES-002,2025-07-06 22:30:00,8.3,3600
MTR-000312,RES-002,2025-07-06 23:30:00,0.9,3600
MTR-000313,RES-002,2025-07-07 00:30:00,-35.0,3600
MTR-000314,RES-002,2025-07-07 01:30:00,-39.3,3600
MTR-000315,RES-002,2025-07-07 02:30:00,-36.6,3600
MTR-000316,RES-002,2025-07-07 03:30:00,-21.0,3600
MTR-000317,RES-002,2025-07-07 04:30:00,-22.7,3600
MTR-000318,RES-002,2025-07-07 05:30:00,-42.5,3600
MTR-000319,RES-002,2025-07-07 06:30:00,-44.2,3600
MTR-000320,RES-002,2025-07-07 07:30:00,-29.0,3600
MTR-000321,RES-002,2025-07-07 08:30:00,-3.9,3600
MTR-000322,RES-002,2025-07-07 09:30:00,1.7,3600
MTR-000323,RES-002,2025-07-07 10:30:00,7.9,3600
MTR-000324,RES-002,2025-07-07 11:30:00,9.8,3600
MTR-000325,RES-002,2025-07-07 12:30:00,-7.7,3600
MTR-000326,RES-002,2025-07-07 13:30:00,-3.1,3600
MTR-000327,RES-002,2025-07-07 14:30:00,-7.6,3600
MTR-000328,RES-002,2025-07-07 15:30:00,5.5,3600
MTR-000329,RES-002,2025-07-07 16:30:00,71.0,3600
MTR-000330,RES-002,2025-07-07 17:30:00,56.9,3600
MTR-000331,RES-002,2025-07-07 18:30:00,42.2,3600
MTR-000332,RES-002,2025-07-07 19:30:00,53.3,3600
MTR-000333,RES-002,2025-07-07 20:30:00,40.4,3600
MTR-000334,RES-002,2025-07-07 21:30:00,84.5,3600
MTR-000335,RES-002,2025-07-07 22:30:00,-6.6,3600
MTR-000336,RES-002,2025-07-07 23:30:00,6.2,3600
MTR-000337,RES-003,2025-07-01 00:30:00,-15.1,3600
MTR-000338,RES-003,2025-07-01 01:30:00,-13.7,3600
MTR-000339,RES-003,2025-07-01 02:30:00,-14.6,3600
MTR-000340,RES-003,2025-07-01 03:30:00,-6.3,3600
MTR-000341,RES-003,2025-07-01 04:30:00,-9.1,3600
MTR-000342,RES-003,2025-07-01 05:30:00,39.6,3600
MTR-000343,RES-003,2025-07-01 06:30:00,11.2,3600
MTR-000344,RES-003,2025-07-01 07:30:00,28.0,3600
MTR-000345,RES-003,2025-07-01 08:30:00,10.6,3600
MTR-000346,RES-003,2025-07-01 09:30:00,51.4,3600
MTR-000347,RES-003,2025-07-01 10:30:00,48.0,3600
MTR-000348,RES-003,2025-07-01 11:30:00,35.0,3600
MTR-000349,RES-003,2025-07-01 12:30:00,32.1,3600
MTR-000350,RES-003,2025-07-01 13:30:00,28.1,3600
MTR-000351,RES-003,2025-07-01 14:30:00,46.9,3600
MTR-000352,RES-003,2025-07-01 15:30:00,29.4,3600
MTR-000353,RES-003,2025-07-01 16:30:00,20.5,3600
MTR-000354,RES-003,2025-07-01 17:30:00,34.0,3600
MTR-000355,RES-003,2025-07-01 18:30:00,3.3,3600
MTR-000356,RES-003,2025-07-01 19:30:00,-13.6,3600
MTR-000357,RES-003,2025-07-01 20:30:00,-11.7,3600
MTR-000358,RES-003,2025-07-01 21:30:00,14.6,3600
MTR-000359,RES-003,2025-07-01 22:30:00,12.9,3600
MTR-000360,RES-003,2025-07-01 23:30:00,18.3,3600
MTR-000361,RES-003,2025-07-02 00:30:00,-18.9,3600
MTR-000362,RES-003,2025-07-02 01:30:00,9.9,3600
MTR-000363,RES-003,2025-07-02 02:30:00,-10.3,3600
MTR-000364,RES-003,2025-07-02 03:30:00,13.5,3600
MTR-000365,RES-003,2025-07-02 04:30:00,19.3,3600
MTR-000366,RES-003,2025-07-02 05:30:00,21.4,3600
MTR-000367,RES-003,2025-07-02 06:30:00,35.0,3600
MTR-000368,RES-003,2025-07-02 07:30:00,13.5,3600
MTR-000369,RES-003,2025-07-02 08:30:00,48.9,3600
MTR-000370,RES-003,2025-07-02 09:30:00,22.6,3600
MTR-000371,RES-003,2025-07-02 10:30:00,26.7,3600
MTR-000372,RES-003,2025-07-02 11:30:00,11.6,3600
MTR-000373,RES-003,2025-07-02 12:30:00,32.5,3600
MTR-000374,RES-003,2025-07-02 13:30:00,34.6,3600
MTR-000375,RES-003,2025-07-02 14:30:00,41.7,3600
MTR-000376,RES-003,2025-07-02 15:30:00,13.5,3600
MTR-000377,RES-003,2025-07-02 16:30:00,38.3,3600
MTR-000378,RES-003,2025-07-02 17:30:00,25.9,3600
MTR-000379,RES-003,2025-07-02 18:30:00,13.6,3600
MTR-000380,RES-003,2025-07-02 19:30:00,-7.9,3600
MTR-000381,RES-003,2025-07-02 20:30:00,5.7,3600
MTR-000382,RES-003,2025-07-02 21:30:00,7.4,3600
MTR-000383,RES-003,2025-07-02 22:30:00,7.4,3600
MTR-000384,RES-003,2025-07-02 23:30:00,5.6,3600
MTR-000385,RES-003,2025-07-03 00:30:00,-3.2,3600
MTR-000386,RES-003,2025-07-03 01:30:00,3.5,3600
MTR-000387,RES-003,2025-07-03 02:30:00,-13.6,3600
MTR-000388,RES-003,2025-07-03 03:30:00,-2.8,3600
MTR-000389,RES-003,2025-07-03 04:30:00,-19.2,3600
MTR-000390,RES-003,2025-07-03 05:30:00,25.2,3600
MTR-000391,RES-003,2025-07-03 06:30:00,51.2,3600
MTR-000392,RES-003,2025-07-03 07:30:00,42.1,3600
MTR-000393,RES-003,2025-07-03 08:30:00,17.5,3600
MTR-000394,RES-003,2025-07-03 09:30:00,13.2,3600
MTR-000395,RES-003,2025-07-03 10:30:00,48.0,3600
MTR-000396,RES-003,2025-07-03 11:30:00,38.4,3600
MTR-000397,RES-003,2025-07-03 12:30:00,11.2,3600
MTR-000398,RES-003,2025-07-03 13:30:00,45.2,3600
MTR-000399,RES-003,2025-07-03 14:30:00,14.6,3600
MTR-000400,RES-003,2025-07-03 15:30:00,46.0,3600
MTR-000401,RES-003,2025-07-03 16:30:00,19.8,3600
MTR-000402,RES-003,2025-07-03 17:30:00,36.0,3600
MTR-000403,RES-003,2025-07-03 18:30:00,-28.4,3600
MTR-000404,RES-003,2025-07-03 19:30:00,-16.3,3600
MTR-000405,RES-003,2025-07-03 20:30:00,1.9,3600
MTR-000406,RES-003,2025-07-03 21:30:00,8.9,3600
MTR-000407,RES-003,2025-07-03 22:30:00,-23.1,3600
MTR-000408,RES-003,2025-07-03 23:30:00,-5.1,3600
MTR-000409,RES-003,2025-07-04 00:30:00,-28.4,3600
MTR-000410,RES-003,2025-07-04 01:30:00,-29.8,3600
MTR-000411,RES-003,2025-07-04 02:30:00,17.6,3600
MTR-000412,RES-003,2025-07-04 03:30:00,1.2,3600
MTR-000413,RES-003,2025-07-04 04:30:00,-14.0,3600
MTR-000414,RES-003,2025-07-04 05:30:00,42.2,3600
MTR-000415,RES-003,2025-07-04 06:30:00,15.3,3600
MTR-000416,RES-003,2025-07-04 07:30:00,23.7,3600
MTR-000417,RES-003,2025-07-04 08:30:00,23.8,3600
MTR-000418,RES-003,2025-07-04 09:30:00,50.4,3600
MTR-000419,RES-003,2025-07-04 10:30:00,12.1,3600
MTR-000420,RES-003,2025-07-04 11:30:00,29.5,3600
MTR-000421,RES-003,2025-07-04 12:30:00,41.3,3600
MTR-000422,RES-003,2025-07-04 13:30:00,40.5,3600
MTR-000423,RES-003,2025-07-04 14:30:00,22.6,3600
MTR-000424,RES-003,2025-07-04 15:30:00,35.4,3600
MTR-000425,RES-003,2025-07-04 16:30:00,47.4,3600
MTR-000426,RES-003,2025-07-04 17:30:00,39.8,3600
MTR-000427,RES-003,2025-07-04 18:30:00,18.5,3600
MTR-000428,RES-003,2025-07-04 19:30:00,-2.2,3600
MTR-000429,RES-003,2025-07-04 20:30:00,3.1,3600
MTR-000430,RES-003,2025-07-04 21:30:00,8.5,3600
MTR-000431,RES-003,2025-07-04 22:30:00,2.1,3600
MTR-000432,RES-003,2025-07-04 23:30:00,-0.5,3600
